Time,Open,High,Low,Latest,Change
04/17/25,21.4313,21.4313,21.4313,21.4313,-0.0447
04/16/25,21.476,21.476,21.476,21.476,-0.6083
04/15/25,22.0843,22.0843,22.0843,22.0843,0.492
04/14/25,21.5923,21.5923,21.5923,21.5923,0.0089
04/11/25,21.5834,21.5834,21.5834,21.5834,0.0622
04/10/25,21.5212,21.5212,21.5212,21.5212,-1.315
04/09/25,22.8362,22.8362,22.8362,22.8362,2.5705
04/08/25,20.2657,20.2657,20.2657,20.2657,-0.1306
04/07/25,20.3963,20.3963,20.3963,20.3963,0.3729
04/04/25,20.0234,20.0234,20.0234,20.0234,-1.3387
04/03/25,21.3621,21.3621,21.3621,21.3621,-2.1717
04/02/25,23.5338,23.5338,23.5338,23.5338,0.5482
04/01/25,22.9856,22.9856,22.9856,22.9856,0.1401
03/31/25,22.8455,22.8455,22.8455,22.8455,-0.239
03/28/25,23.0845,23.0845,23.0845,23.0845,-0.7136
03/27/25,23.7981,23.7981,23.7981,23.7981,-0.6953
03/26/25,24.4934,24.4934,24.4934,24.4934,-0.8577
03/25/25,25.3511,25.3511,25.3511,25.3511,0.0587
03/24/25,25.2924,25.2924,25.2924,25.2924,0.9226
03/21/25,24.3698,24.3698,24.3698,24.3698,0.2251
03/20/25,24.1447,24.1447,24.1447,24.1447,0.0283
03/19/25,24.1164,24.1164,24.1164,24.1164,0.7752
03/18/25,23.3412,23.3412,23.3412,23.3412,-0.7187
03/17/25,24.0599,24.0599,24.0599,24.0599,0.0847
03/14/25,23.9752,23.9752,23.9752,23.9752,0.8392
03/13/25,23.136,23.136,23.136,23.136,-0.8568
03/12/25,23.9928,23.9928,23.9928,23.9928,0.5892
03/11/25,23.4036,23.4036,23.4036,23.4036,0.5803
03/10/25,22.8233,22.8233,22.8233,22.8233,-1.5115
03/07/25,24.3348,24.3348,24.3348,24.3348,-0.3089
03/06/25,24.6437,24.6437,24.6437,24.6437,-2.2395
03/05/25,26.8832,26.8832,26.8832,26.8832,0.0879
03/04/25,26.7953,26.7953,26.7953,26.7953,-0.471
03/03/25,27.2663,27.2663,27.2663,27.2663,-0.6118
02/28/25,27.8781,27.8781,27.8781,27.8781,0.5797
02/27/25,27.2984,27.2984,27.2984,27.2984,-0.6168
02/26/25,27.9152,27.9152,27.9152,27.9152,0.4777
02/25/25,27.4375,27.4375,27.4375,27.4375,-0.7098
02/24/25,28.1473,28.1473,28.1473,28.1473,-0.4936
02/21/25,28.6409,28.6409,28.6409,28.6409,-1.4875
02/20/25,30.1284,30.1284,30.1284,30.1284,-1.1248
02/19/25,31.2532,31.2532,31.2532,31.2532,-0.8748
02/18/25,32.128,32.128,32.128,32.128,0.1466
02/14/25,31.9814,31.9814,31.9814,31.9814,0.1987
02/13/25,31.7827,31.7827,31.7827,31.7827,0.4628
02/12/25,31.3199,31.3199,31.3199,31.3199,0.2229
02/11/25,31.097,31.097,31.097,31.097,-0.7288
02/10/25,31.8258,31.8258,31.8258,31.8258,0.5112
02/07/25,31.3146,31.3146,31.3146,31.3146,0.133
02/06/25,31.1816,31.1816,31.1816,31.1816,-0.0545
02/05/25,31.2361,31.2361,31.2361,31.2361,0.3988
02/04/25,30.8373,30.8373,30.8373,30.8373,-0.0489
02/03/25,30.8862,30.8862,30.8862,30.8862,0.0359
01/31/25,30.8503,30.8503,30.8503,30.8503,0.0798
01/30/25,30.7705,30.7705,30.7705,30.7705,0.2937
01/29/25,30.4768,30.4768,30.4768,30.4768,0.1248
01/28/25,30.352,30.352,30.352,30.352,1.4138
01/27/25,28.9382,28.9382,28.9382,28.9382,-1.0364
01/24/25,29.9746,29.9746,29.9746,29.9746,-0.3039
01/23/25,30.2785,30.2785,30.2785,30.2785,0.1079
01/22/25,30.1706,30.1706,30.1706,30.1706,0.4306
01/21/25,29.74,29.74,29.74,29.74,0.3879
01/20/25,29.3521,29.3521,29.3521,29.3521,-0.3242
01/17/25,29.6763,29.6763,29.6763,29.6763,0.6386
01/16/25,29.0377,29.0377,29.0377,29.0377,0.2648
01/15/25,28.7729,28.7729,28.7729,28.7729,0.6734
01/14/25,28.0995,28.0995,28.0995,28.0995,0.1319
01/13/25,27.9676,27.9676,27.9676,27.9676,-0.3171
01/10/25,28.2847,28.2847,28.2847,28.2847,-0.3466
01/09/25,28.6313,28.6313,28.6313,28.6313,0.0117
01/08/25,28.6196,28.6196,28.6196,28.6196,0.1658
01/07/25,28.4538,28.4538,28.4538,28.4538,-0.8909
01/06/25,29.3447,29.3447,29.3447,29.3447,-0.1174
01/03/25,29.4621,29.4621,29.4621,29.4621,0.8349
01/02/25,28.6272,28.6272,28.6272,28.6272,0.4743
12/31/24,28.1529,28.1529,28.1529,28.1529,-0.3349
"Downloaded data provided by Barchart as of 01-19-2026 08:24pm CST"
