Time,Open,High,Low,Latest,Change
04/03/25,20.2499,20.2499,20.2499,20.2499,-0.6565
04/02/25,20.9064,20.9064,20.9064,20.9064,0.1273
04/01/25,20.7791,20.7791,20.7791,20.7791,0.0398
03/31/25,20.7393,20.7393,20.7393,20.7393,-0.1542
03/28/25,20.8935,20.8935,20.8935,20.8935,-0.1144
03/27/25,21.0079,21.0079,21.0079,21.0079,0
03/26/25,21.0079,21.0079,21.0079,21.0079,-0.2476
03/25/25,21.2555,21.2555,21.2555,21.2555,0.0099
03/24/25,21.2456,21.2456,21.2456,21.2456,0.0259
03/21/25,21.2197,21.2197,21.2197,21.2197,-0.1333
03/20/25,21.353,21.353,21.353,21.353,0.0149
03/19/25,21.3381,21.3381,21.3381,21.3381,0.0517
03/18/25,21.2864,21.2864,21.2864,21.2864,0.0209
03/17/25,21.2655,21.2655,21.2655,21.2655,0.0557
03/14/25,21.2098,21.2098,21.2098,21.2098,0.0886
03/13/25,21.1212,21.1212,21.1212,21.1212,-0.1005
03/12/25,21.2217,21.2217,21.2217,21.2217,0.0259
03/11/25,21.1958,21.1958,21.1958,21.1958,-0.2995
03/10/25,21.4953,21.4953,21.4953,21.4953,-0.1949
03/07/25,21.6902,21.6902,21.6902,21.6902,-0.0657
03/06/25,21.7559,21.7559,21.7559,21.7559,-0.3103
03/05/25,22.0662,22.0662,22.0662,22.0662,0.1412
03/04/25,21.925,21.925,21.925,21.925,-0.1263
03/03/25,22.0513,22.0513,22.0513,22.0513,0.2
02/28/25,21.8513,21.8513,21.8513,21.8513,0.0059
02/27/25,21.8454,21.8454,21.8454,21.8454,-0.1034
02/26/25,21.9488,21.9488,21.9488,21.9488,0.1939
02/25/25,21.7549,21.7549,21.7549,21.7549,0.0398
02/24/25,21.7151,21.7151,21.7151,21.7151,-0.0805
02/21/25,21.7956,21.7956,21.7956,21.7956,0.1492
02/20/25,21.6464,21.6464,21.6464,21.6464,-0.002
02/19/25,21.6484,21.6484,21.6484,21.6484,-0.1194
02/18/25,21.7678,21.7678,21.7678,21.7678,-0.0328
02/14/25,21.8006,21.8006,21.8006,21.8006,-0.0587
02/13/25,21.8593,21.8593,21.8593,21.8593,0.195
02/12/25,21.6643,21.6643,21.6643,21.6643,-0.006
02/11/25,21.6703,21.6703,21.6703,21.6703,0.1313
02/10/25,21.539,21.539,21.539,21.539,0.0547
02/07/25,21.4843,21.4843,21.4843,21.4843,-0.3104
02/06/25,21.7947,21.7947,21.7947,21.7947,0.1065
02/05/25,21.6882,21.6882,21.6882,21.6882,0.1432
02/04/25,21.545,21.545,21.545,21.545,-0.2019
02/03/25,21.7469,21.7469,21.7469,21.7469,-0.385
01/31/25,22.1319,22.1319,22.1319,22.1319,-0.0009
01/30/25,22.1328,22.1328,22.1328,22.1328,0.3063
01/29/25,21.8265,21.8265,21.8265,21.8265,0.0378
01/28/25,21.7887,21.7887,21.7887,21.7887,0.1293
01/27/25,21.6594,21.6594,21.6594,21.6594,-0.1492
01/24/25,21.8086,21.8086,21.8086,21.8086,0.1681
01/23/25,21.6405,21.6405,21.6405,21.6405,0.0159
01/22/25,21.6246,21.6246,21.6246,21.6246,0.2726
01/21/25,21.352,21.352,21.352,21.352,0.2586
01/20/25,21.0934,21.0934,21.0934,21.0934,-0.0398
01/17/25,21.1332,21.1332,21.1332,21.1332,0.1084
01/16/25,21.0248,21.0248,21.0248,21.0248,0.574
01/15/25,20.4508,20.4508,20.4508,20.4508,0.183
01/14/25,20.2678,20.2678,20.2678,20.2678,0.0169
01/13/25,20.2509,20.2509,20.2509,20.2509,-0.2586
01/10/25,20.5095,20.5095,20.5095,20.5095,-0.183
01/09/25,20.6925,20.6925,20.6925,20.6925,0.0646
01/08/25,20.6279,20.6279,20.6279,20.6279,-0.1193
01/07/25,20.7472,20.7472,20.7472,20.7472,-0.0488
01/06/25,20.796,20.796,20.796,20.796,0.1711
01/03/25,20.6249,20.6249,20.6249,20.6249,0.004
01/02/25,20.6209,20.6209,20.6209,20.6209,-0.0169
12/31/24,20.6378,20.6378,20.6378,20.6378,0.0219
"Downloaded data provided by Barchart as of 01-19-2026 08:25pm CST"
