Date,Adj_Close
2021-04-08,26.973726272583008
2021-04-09,26.973726272583008
2021-04-12,26.947277069091797
2021-04-13,26.938457489013672
2021-04-14,26.90318489074707
2021-04-15,27.132448196411133
2021-04-16,27.158897399902344
2021-04-19,26.947277069091797
2021-04-20,26.691556930541992
2021-04-21,26.88554573059082
2021-04-22,26.718006134033203
2021-04-23,26.823820114135742
2021-04-26,26.894365310668945
2021-04-27,26.920822143554688
2021-04-28,27.1677188873291
2021-04-29,27.053085327148438
2021-04-30,26.832639694213867
2021-05-03,26.982545852661133
2021-05-04,26.938457489013672
2021-05-05,27.11481285095215
2021-05-06,27.079538345336914
2021-05-07,27.335256576538086
2021-05-10,27.194169998168945
2021-05-11,27.06190299987793
2021-05-12,26.832639694213867
2021-05-13,26.90318489074707
2021-05-14,27.22062110900879
2021-05-17,27.370525360107422
2021-05-18,27.414615631103516
2021-05-19,27.308801651000977
2021-05-20,27.485157012939453
2021-05-21,27.458703994750977
2021-05-25,27.502792358398438
2021-05-26,27.749696731567383
2021-05-27,27.829050064086914
2021-05-28,27.926050186157227
2021-05-31,27.767330169677734
2021-06-01,28.093589782714844
2021-06-02,28.084774017333984
2021-06-03,28.067138671875
2021-06-04,28.172954559326172
2021-06-07,28.208221435546875
2021-06-08,28.252309799194336
2021-06-09,28.172954559326172
2021-06-10,28.22585678100586
2021-06-11,28.340484619140625
2021-06-14,28.384584426879883
2021-06-15,28.49039077758789
2021-06-16,28.49039077758789
2021-06-17,28.366947174072266
2021-06-18,28.164127349853516
2021-06-21,28.39339828491211
2021-06-22,28.472759246826172
2021-06-23,28.39339828491211
2021-06-24,28.47681427001953
2021-06-25,28.503437042236328
2021-06-28,28.396944046020508
2021-06-29,28.459064483642578
2021-06-30,28.45018768310547
2021-07-02,28.53005599975586
2021-07-05,28.636545181274414
2021-07-06,28.654293060302734
2021-07-07,28.645418167114258
2021-07-08,28.325952529907227
2021-07-09,28.583303451538086
2021-07-12,28.5655574798584
2021-07-13,28.618793487548828
2021-07-14,28.441314697265625
2021-07-15,28.503437042236328
2021-07-16,28.21059226989746
2021-07-19,27.855632781982422
2021-07-20,28.14847183227539
2021-07-21,28.388072967529297
2021-07-22,28.370323181152344
2021-07-23,28.53005599975586
2021-07-26,28.485685348510742
2021-07-27,28.503437042236328
2021-07-28,28.583303451538086
2021-07-29,28.698659896850586
2021-07-30,28.680917739868164
2021-08-03,28.77852439880371
2021-08-04,28.716407775878906
2021-08-05,28.77852439880371
2021-08-06,28.93825912475586
2021-08-09,28.867273330688477
2021-08-10,28.956008911132812
2021-08-11,29.035871505737305
2021-08-12,29.000381469726562
2021-08-13,29.009254455566406
2021-08-16,28.9737548828125
2021-08-17,28.79627799987793
2021-08-18,28.725282669067383
