Date,Adj_Close
2021-04-07,14.107943534851074
2021-04-08,14.281005859375
2021-04-09,14.363797187805176
2021-04-12,15.170761108398438
2021-04-13,15.640081405639648
2021-04-14,15.238593101501465
2021-04-15,16.096675872802734
2021-04-16,15.872495651245117
2021-04-19,15.323129653930664
2021-04-20,15.133109092712402
2021-04-21,15.321883201599121
2021-04-22,14.812914848327637
2021-04-23,15.2268705368042
2021-04-26,15.4390869140625
2021-04-27,15.34307861328125
2021-04-28,15.238343238830566
2021-04-29,15.286222457885742
2021-04-30,14.971765518188477
2021-05-03,14.79944896697998
2021-05-04,14.315169334411621
2021-05-05,14.422147750854492
2021-05-06,14.48648738861084
2021-05-07,14.775012016296387
2021-05-10,14.229887008666992
2021-05-11,14.270282745361328
2021-05-12,13.723910331726074
2021-05-13,13.63089370727539
2021-05-14,14.207193374633789
2021-05-17,14.12988567352295
2021-05-18,13.980511665344238
2021-05-19,14.030386924743652
2021-05-20,14.575764656066895
2021-05-21,14.954058647155762
2021-05-24,15.572750091552734
2021-05-25,15.608410835266113
2021-05-26,15.660529136657715
2021-05-27,15.449061393737793
2021-05-28,16.20366096496582
2021-06-01,16.223609924316406
2021-06-02,16.736072540283203
2021-06-03,16.927085876464844
2021-06-04,17.534053802490234
2021-06-07,17.574703216552734
2021-06-08,17.413114547729492
2021-06-09,17.318578720092773
2021-06-10,17.385177612304688
2021-06-11,17.784513473510742
2021-06-14,17.977561950683594
2021-06-15,17.747844696044922
2021-06-16,17.76954460144043
2021-06-17,18.614608764648438
2021-06-18,18.59615135192871
2021-06-21,18.3851318359375
2021-06-22,18.843584060668945
2021-06-23,19.013694763183594
2021-06-24,19.161603927612305
2021-06-25,18.98750114440918
2021-06-28,19.93932342529297
2021-06-29,19.98098373413086
2021-06-30,19.956787109375
2021-07-01,20.16580581665039
2021-07-02,20.440174102783203
2021-07-06,20.65119743347168
2021-07-07,20.325193405151367
2021-07-08,19.85726547241211
2021-07-09,20.00442123413086
2021-07-12,20.465618133544922
2021-07-13,20.203718185424805
2021-07-14,19.796152114868164
2021-07-15,18.922901153564453
2021-07-16,18.119491577148438
2021-07-19,18.73682975769043
2021-07-20,18.5694637298584
2021-07-21,19.36564064025879
2021-07-22,19.549211502075195
2021-07-23,19.51329803466797
2021-07-26,19.24990463256836
2021-07-27,19.164104461669922
2021-07-28,19.458425521850586
2021-07-29,19.6170597076416
2021-07-30,19.454437255859375
2021-08-02,19.70486068725586
2021-08-03,19.769710540771484
2021-08-04,20.22766876220703
2021-08-05,20.589832305908203
2021-08-06,20.3194522857666
2021-08-09,20.248613357543945
2021-08-10,19.890438079833984
2021-08-11,19.65397834777832
2021-08-12,19.85950469970703
2021-08-13,20.141857147216797
2021-08-16,19.904403686523438
2021-08-17,19.41352653503418
2021-08-18,18.996484756469727
2021-08-19,19.752748489379883
2021-08-20,20.7684268951416
2021-08-23,21.907814025878906
2021-08-24,21.74319076538086
2021-08-25,22.162229537963867
2021-08-26,22.017566680908203
2021-08-27,22.584266662597656
2021-08-30,22.636146545410156
2021-08-31,22.337778091430664
2021-09-01,22.393657684326172
2021-09-02,22.348751068115234
2021-09-03,22.794815063476562
2021-09-07,22.614194869995117
2021-09-08,22.291872024536133
2021-09-09,22.130218505859375
2021-09-10,22.430580139160156
2021-09-13,22.105268478393555
2021-09-14,22.195079803466797
2021-09-15,22.29387092590332
2021-09-16,22.195079803466797
2021-09-17,21.853797912597656
2021-09-20,21.068464279174805
2021-09-21,21.2011775970459
2021-09-22,21.894712448120117
2021-09-23,22.4345703125
2021-09-24,22.0344181060791
2021-09-27,21.61431121826172
2021-09-28,20.655336380004883
2021-09-29,20.473716735839844
2021-09-30,20.672298431396484
2021-10-01,20.698246002197266
2021-10-04,19.69037628173828
2021-10-05,20.407855987548828
2021-10-06,20.65633201599121
2021-10-07,21.030542373657227
2021-10-08,20.78705596923828
2021-10-11,20.651342391967773
2021-10-12,20.62739372253418
2021-10-13,20.894826889038086
2021-10-14,21.700122833251953
2021-10-15,21.81588363647461
2021-10-18,22.17512321472168
2021-10-19,22.242977142333984
2021-10-20,22.056373596191406
2021-10-21,22.64413070678711
2021-10-22,22.678058624267578
2021-10-25,23.11712646484375
2021-10-26,24.664859771728516
2021-10-27,24.3994197845459
2021-10-28,24.888383865356445
2021-10-29,25.513059616088867
2021-11-01,25.77251434326172
2021-11-02,26.34530258178711
2021-11-03,26.54189109802246
2021-11-04,29.738136291503906
2021-11-05,29.689241409301758
2021-11-08,30.739015579223633
2021-11-09,30.592327117919922
2021-11-10,29.39685821533203
2021-11-11,30.32588768005371
2021-11-12,30.32588768005371
2021-11-15,29.961658477783203
2021-11-16,30.1392822265625
2021-11-17,29.19926643371582
2021-11-18,31.608179092407227
2021-11-19,32.91541290283203
2021-11-22,31.888586044311523
2021-11-23,31.679031372070312
2021-11-24,32.60506820678711
2021-11-26,31.436540603637695
2021-11-29,33.30559158325195
2021-11-30,32.6070671081543
2021-12-01,31.37252426147461
2021-12-02,32.06214904785156
2021-12-03,30.63200569152832
2021-12-06,29.977306365966797
2021-12-07,32.36255645751953
2021-12-08,31.762752532958984
2021-12-09,30.429407119750977
2021-12-10,30.137989044189453
2021-12-13,28.10503578186035
2021-12-14,28.280681610107422
2021-12-15,30.39846420288086
2021-12-16,28.330585479736328
2021-12-17,27.745750427246094
2021-12-20,27.66391372680664
2021-12-21,29.017215728759766
2021-12-22,29.341567993164062
2021-12-23,29.581092834472656
2021-12-27,30.883499145507812
2021-12-28,30.26173973083496
2021-12-29,29.941373825073242
2021-12-30,29.527202606201172
2021-12-31,29.352548599243164
2022-01-03,30.061141967773438
2022-01-04,29.231792449951172
2022-01-05,27.549137115478516
2022-01-06,28.121997833251953
2022-01-07,27.192848205566406
2022-01-10,27.345544815063477
