Date,Adj_Close
2021-04-07,339.7033996582031
2021-04-08,341.98504638671875
2021-04-09,343.86907958984375
2021-04-12,345.3838806152344
2021-04-13,345.7625427246094
2021-04-14,343.831298828125
2021-04-15,349.1614074707031
2021-04-16,350.9792175292969
2021-04-19,349.8715515136719
2021-04-20,351.9353942871094
2021-04-21,354.1697998046875
2021-04-22,351.4905090332031
2021-04-23,353.4029235839844
2021-04-26,348.8963928222656
2021-04-27,350.4963684082031
2021-04-28,349.9093322753906
2021-04-29,354.4066162109375
2021-04-30,353.0308532714844
2021-05-03,359.8904724121094
2021-05-04,356.06695556640625
2021-05-05,353.41986083984375
2021-05-06,363.15435791015625
2021-05-07,364.63446044921875
2021-05-10,361.9398498535156
2021-05-11,358.8088684082031
2021-05-12,353.13525390625
2021-05-13,360.0897216796875
2021-05-14,364.7292785644531
2021-05-17,364.2928771972656
2021-05-18,363.20172119140625
2021-05-19,360.2130432128906
2021-05-20,363.9322814941406
2021-05-21,361.2188415527344
2021-05-24,363.8089904785156
2021-05-25,365.64007568359375
2021-05-26,365.8678283691406
2021-05-27,367.6514587402344
2021-05-28,358.894287109375
2021-06-01,358.8563232421875
2021-06-02,361.095458984375
2021-06-03,364.2073669433594
2021-06-04,367.67041015625
2021-06-07,360.9151916503906
2021-06-08,360.25103759765625
2021-06-09,360.4977111816406
2021-06-10,363.39154052734375
2021-06-11,362.27191162109375
2021-06-14,364.1031494140625
2021-06-15,364.2453918457031
2021-06-16,359.975830078125
2021-06-17,365.04241943359375
2021-06-18,361.3705749511719
2021-06-21,366.9873352050781
2021-06-22,372.09173583984375
2021-06-23,371.89251708984375
2021-06-24,371.9874572753906
2021-06-25,374.302490234375
2021-06-28,376.22845458984375
2021-06-29,378.3632507324219
2021-06-30,375.4031066894531
2021-07-01,374.3213806152344
2021-07-02,378.5055847167969
2021-07-06,378.42962646484375
2021-07-07,383.95147705078125
2021-07-08,386.2948913574219
2021-07-09,391.2475891113281
2021-07-12,386.9876708984375
2021-07-13,386.2095947265625
2021-07-14,388.9515380859375
2021-07-15,390.725830078125
2021-07-16,389.35003662109375
2021-07-19,392.9364013671875
2021-07-20,394.91943359375
2021-07-21,393.7524108886719
2021-07-22,396.1528015136719
2021-07-23,401.7411193847656
2021-07-26,401.5513610839844
2021-07-27,402.6044616699219
2021-07-28,400.5931091308594
2021-07-29,404.25274658203125
2021-07-30,408.4731750488281
2021-08-02,407.71270751953125
2021-08-03,413.5586853027344
2021-08-04,413.5301208496094
2021-08-05,421.27716064453125
2021-08-06,417.8932189941406
2021-08-09,418.69171142578125
2021-08-10,421.12506103515625
2021-08-11,422.332275390625
2021-08-12,423.3398742675781
2021-08-13,425.6781921386719
2021-08-16,430.4690856933594
2021-08-17,429.9747009277344
2021-08-18,424.14788818359375
2021-08-19,431.7998352050781
2021-08-20,436.2959289550781
2021-08-23,432.43670654296875
2021-08-24,429.4520568847656
2021-08-25,428.91961669921875
2021-08-26,427.0946044921875
2021-08-27,428.07373046875
2021-08-30,433.3872985839844
2021-08-31,432.96905517578125
2021-09-01,433.9481201171875
2021-09-02,438.1781005859375
2021-09-03,439.6799621582031
2021-09-07,436.8758850097656
2021-09-08,442.67425537109375
2021-09-09,442.9023742675781
2021-09-10,442.160888671875
2021-09-13,436.93280029296875
2021-09-14,435.74468994140625
2021-09-15,437.9499816894531
2021-09-16,440.40234375
2021-09-17,436.7904052734375
2021-09-20,428.83416748046875
2021-09-21,429.7561340332031
2021-09-22,429.9653015136719
2021-09-23,430.39300537109375
2021-09-24,444.622802734375
2021-09-27,437.7883605957031
2021-09-28,425.2314758300781
2021-09-29,429.4520568847656
2021-09-30,427.13262939453125
2021-10-01,426.16302490234375
2021-10-04,418.37799072265625
2021-10-05,424.1763916015625
2021-10-06,427.12310791015625
2021-10-07,430.478515625
2021-10-08,429.5090026855469
2021-10-11,427.4653015136719
2021-10-12,424.7752685546875
2021-10-13,423.28277587890625
2021-10-14,428.37786865234375
2021-10-15,430.0223693847656
2021-10-18,439.1096496582031
2021-10-19,443.9859924316406
2021-10-20,446.54290771484375
2021-10-21,453.6341247558594
2021-10-22,458.1588134765625
2021-10-25,465.8677978515625
2021-10-26,461.52374267578125
2021-10-27,464.92669677734375
2021-10-28,467.0309143066406
2021-10-29,467.99249267578125
2021-11-01,468.30670166015625
2021-11-02,473.1813659667969
2021-11-03,478.26556396484375
2021-11-04,490.9189758300781
2021-11-05,488.5386962890625
2021-11-08,479.6747131347656
2021-11-09,484.3399353027344
2021-11-10,481.29327392578125
2021-11-11,487.64373779296875
2021-11-12,492.3946838378906
2021-11-15,494.984375
2021-11-16,501.48712158203125
2021-11-17,501.0777282714844
2021-11-18,504.0102233886719
2021-11-19,508.2184143066406
2021-11-22,513.7976684570312
2021-11-23,519.1388549804688
2021-11-24,523.394775390625
2021-11-26,519.9674072265625
2021-11-29,528.298095703125
2021-11-30,513.5407104492188
2021-12-01,504.457763671875
2021-12-02,500.3351745605469
2021-12-03,503.59136962890625
2021-12-06,507.65673828125
2021-12-07,516.0542602539062
2021-12-08,504.71484375
2021-12-09,499.21173095703125
2021-12-10,532.0493774414062
2021-12-13,530.5260009765625
2021-12-14,519.2152099609375
2021-12-15,538.3902587890625
2021-12-16,526.1558227539062
2021-12-17,521.37646484375
2021-12-20,522.281005859375
2021-12-21,519.3008422851562
2021-12-22,523.3377685546875
2021-12-23,524.00439453125
2021-12-27,536.4766235351562
2021-12-28,537.590576171875
2021-12-29,540.5704956054688
2021-12-30,536.8955078125
2021-12-31,540.5039672851562
2022-01-03,539.5614013671875
2022-01-04,537.2002563476562
2022-01-05,523.5757446289062
2022-01-06,523.4614868164062
2022-01-07,510.49407958984375
2022-01-10,493.9465637207031
2022-01-11,497.0218505859375
2022-01-12,500.6111755371094
2022-01-13,492.1184997558594
2022-01-14,478.89398193359375
2022-01-18,464.68878173828125
2022-01-19,466.6785888671875
2022-01-20,459.69024658203125
